Time,Extension,Load
"31.20000","1.29782","0.18812"
"31.30000","1.30199","-0.05157"
"31.40000","1.30617","0.33676"
"31.50000","1.31031","0.02180"
"31.60000","1.31446","0.16268"
"31.70000","1.31859","0.14866"
"31.80000","1.32278","-0.25890"
"31.90000","1.32692","-0.00530"
"32.00000","1.33115","-0.04312"
"32.10000","1.33530","0.12995"
"32.20000","1.33948","0.09224"
"32.30000","1.34365","-0.17104"
"32.40000","1.34781","0.23573"
"32.50000","1.35196","-0.13456"
"32.60000","1.35612","0.12463"
"32.70000","1.36030","0.29735"
"32.80000","1.36443","0.14563"
"32.90000","1.36864","-0.56167"
"33.00000","1.37280","0.24144"
"33.10000","1.37702","-0.16796"
"33.20000","1.38118","0.18368"
"33.30000","1.38529","-0.22038"
"33.40000","1.38949","0.19389"
"33.50000","1.39359","0.08347"
"33.60000","1.39780","-0.15491"
"33.70000","1.40193","0.32212"
"33.80000","1.40612","0.25144"
"33.90000","1.41029","0.05655"
"34.00000","1.41448","0.10048"
"34.10000","1.41864","-0.00876"
"34.20000","1.42281","-0.14319"
"34.30000","1.42701","0.14491"
"34.40000","1.43111","0.09482"
"34.50000","1.43528","0.26768"
"34.60000","1.43942","-0.01875"
"34.70000","1.44363","0.05820"
"34.80000","1.44780","0.13306"
"34.90000","1.45199","-0.18926"
"35.00000","1.45616","0.00647"
"35.10000","1.46031","0.03932"
"35.20000","1.46450","-0.00403"
"35.30000","1.46863","0.01090"
"35.40000","1.47281","0.15564"
"35.50000","1.47695","-0.00401"
"35.60000","1.48112","0.04513"
"35.70000","1.48527","0.22572"
"35.80000","1.48945","-0.14182"
"35.90000","1.49363","-0.07651"
"36.00000","1.49779","-0.07435"
"36.10000","1.50199","-0.15371"
"36.20000","1.50612","-0.05215"
"36.30000","1.51031","0.14667"
"36.40000","1.51445","0.11930"
"36.50000","1.51863","-0.05218"
"36.60000","1.52280","-0.00590"
"36.70000","1.52695","0.08133"
"36.80000","1.53114","0.24372"
"36.90000","1.53531","0.16344"
"37.00000","1.53948","-0.10236"
"37.10000","1.54364","0.16608"
"37.20000","1.54784","-0.08065"
"37.30000","1.55193","0.14574"
"37.40000","1.55614","0.24582"
"37.50000","1.56027","-0.08362"
"37.60000","1.56444","0.10589"
"37.70000","1.56864","-0.04378"
"37.80000","1.57277","-0.16874"
"37.90000","1.57697","-0.10007"
"38.00000","1.58112","0.06214"
"38.10000","1.58531","-0.26980"
"38.20000","1.58947","0.08419"
"38.30000","1.59364","-0.00793"
"38.40000","1.59778","-0.04667"
"38.50000","1.60195","0.11068"
"38.60000","1.60614","0.14103"
"38.70000","1.61030","-0.12775"
"38.80000","1.61451","-0.13648"
"38.90000","1.61864","-0.14668"
"39.00000","1.62283","-0.10537"
"39.10000","1.62696","-0.21111"
"39.20000","1.63112","-0.13942"
"39.30000","1.63530","-0.11957"
"39.40000","1.63944","0.08387"
"39.50000","1.64363","-0.15066"
"39.60000","1.64777","0.10156"
"39.70000","1.65198","-0.17689"
"39.80000","1.65612","0.20596"
"39.90000","1.66033","0.13483"
"40.00000","1.66448","-0.19601"
"40.10000","1.66864","0.04228"
"40.20000","1.67279","-0.15942"
"40.30000","1.67693","-0.19660"
"40.40000","1.68114","0.33773"
"40.50000","1.68525","0.16367"
"40.60000","1.68951","-0.13221"
"40.70000","1.69365","0.02354"
"40.80000","1.69783","0.05642"
"40.90000","1.70200","0.01107"
"41.00000","1.70613","0.06316"
"41.10000","1.71031","-0.02680"
"41.20000","1.71444","0.23905"
"41.30000","1.71860","-0.29509"
"41.40000","1.72273","0.14000"
"41.50000","1.72696","0.19964"
"41.60000","1.73111","0.34851"
"41.70000","1.73534","0.18853"
"41.80000","1.73950","0.24717"
"41.90000","1.74363","-0.11396"
"42.00000","1.74783","-0.19232"
"42.10000","1.75193","0.06773"
"42.20000","1.75615","-0.24898"
"42.30000","1.76027","0.24614"
"42.40000","1.76447","0.16893"
"42.50000","1.76863","0.33740"
"42.60000","1.77282","0.96825"
"42.70000","1.77699","0.49966"
"42.80000","1.78115","0.69146"
"42.90000","1.78534","1.05162"
"43.00000","1.78942","1.44427"
"43.10000","1.79365","1.48929"
"43.20000","1.79775","2.03063"
"43.30000","1.80196","1.84185"
"43.40000","1.80611","2.06770"
"43.50000","1.81029","2.03881"
"43.60000","1.81447","2.45548"
"43.70000","1.81862","2.35373"
"43.80000","1.82283","2.55161"
"43.90000","1.82696","2.75937"
"44.00000","1.83115","3.11210"
"44.10000","1.83527","3.35566"
"44.20000","1.83947","3.76341"
"44.30000","1.84361","4.14286"
"44.40000","1.84782","4.19415"
"44.50000","1.85200","4.92989"
"44.60000","1.85614","5.23402"
"44.70000","1.86035","5.73712"
"44.80000","1.86444","6.25474"
"44.90000","1.86866","6.74451"
"45.00000","1.87277","7.01299"
"45.10000","1.87697","7.77643"
"45.20000","1.88112","8.36932"
"45.30000","1.88527","9.62761"
"45.40000","1.88947","10.71668"
"45.50000","1.89362","11.64347"
"45.60000","1.89782","12.88372"
"45.70000","1.90197","14.02992"
"45.80000","1.90618","15.29985"
"45.90000","1.91027","16.55892"
"46.00000","1.91448","17.57932"
"46.10000","1.91862","19.14966"
"46.20000","1.92278","19.96463"
"46.30000","1.92699","21.48890"
"46.40000","1.93114","23.22886"
"46.50000","1.93533","23.95929"
"46.60000","1.93947","25.81721"
"46.70000","1.94366","26.94462"
"46.80000","1.94779","28.39911"
"46.90000","1.95197","29.60071"
"47.00000","1.95612","31.04193"
"47.10000","1.96029","32.68780"
"47.20000","1.96444","33.78503"
"47.30000","1.96859","35.03243"
"47.40000","1.97282","36.71810"
"47.50000","1.97694","38.16849"
"47.60000","1.98117","39.39786"
"47.70000","1.98529","41.14397"
"47.80000","1.98946","42.64408"
"47.90000","1.99363","43.63185"
"48.00000","1.99779","45.35182"
"48.10000","2.00198","46.62383"
"48.20000","2.00611","48.31640"
"48.30000","2.01032","49.77111"
"48.40000","2.01447","50.74170"
"48.50000","2.01866","52.27314"
"48.60000","2.02280","53.65439"
"48.70000","2.02700","55.22484"
"48.80000","2.03112","56.90538"
"48.90000","2.03528","57.96896"
"49.00000","2.03944","59.66654"
"49.10000","2.04359","60.93916"
"49.20000","2.04781","62.35830"
"49.30000","2.05195","63.43712"
"49.40000","2.05614","65.10323"
"49.50000","2.06031","66.45727"
"49.60000","2.06448","67.95290"
"49.70000","2.06863","69.44466"
"49.80000","2.07279","70.68296"
"49.90000","2.07695","72.32011"
"50.00000","2.08110","73.66900"
"50.10000","2.08530","75.02499"
"50.20000","2.08945","76.75281"
"50.30000","2.09369","78.23538"
"50.40000","2.09783","79.77374"
"50.50000","2.10199","81.11875"
"50.60000","2.10615","82.87742"
"50.70000","2.11027","84.32327"
"50.80000","2.11447","85.61853"
"50.90000","2.11859","87.33630"
"51.00000","2.12279","89.14548"
"51.10000","2.12695","90.44082"
"51.20000","2.13115","92.35244"
"51.30000","2.13530","93.87202"
"51.40000","2.13949","95.35793"
"51.50000","2.14366","96.79543"
"51.60000","2.14779","98.77634"
"51.70000","2.15196","100.40485"
"51.80000","2.15607","102.06324"
"51.90000","2.16030","103.96712"
"52.00000","2.16443","105.23804"
"52.10000","2.16867","107.36815"
"52.20000","2.17282","109.05471"
"52.30000","2.17698","110.96347"
"52.40000","2.18117","112.58874"
"52.50000","2.18531","114.49270"
"52.60000","2.18948","116.15464"
"52.70000","2.19361","117.73715"
"52.80000","2.19778","119.72850"
"52.90000","2.20193","121.26671"
"53.00000","2.20613","123.12495"
"53.10000","2.21029","124.74446"
"53.20000","2.21448","126.75314"
"53.30000","2.21865","128.57930"
"53.40000","2.22278","130.35623"
"53.50000","2.22698","132.03873"
"53.60000","2.23111","133.83083"
"53.70000","2.23530","135.52911"
"53.80000","2.23947","137.55084"
"53.90000","2.24362","139.18114"
"54.00000","2.24780","140.92693"
"54.10000","2.25199","142.84854"
"54.20000","2.25615","144.64667"
"54.30000","2.26032","146.51208"
"54.40000","2.26448","148.43317"
"54.50000","2.26861","150.25412"
"54.60000","2.27281","151.97701"
"54.70000","2.27694","153.77834"
"54.80000","2.28112","155.97852"
"54.90000","2.28530","157.77458"
"55.00000","2.28946","159.46242"
"55.10000","2.29364","161.61288"
"55.20000","2.29779","163.39391"
"55.30000","2.30199","165.51379"
"55.40000","2.30613","167.26587"
"55.50000","2.31029","169.06319"
"55.60000","2.31445","171.25537"
"55.70000","2.31864","173.01730"
"55.80000","2.32279","175.13658"
"55.90000","2.32696","176.98904"
"56.00000","2.33117","179.11299"
"56.10000","2.33530","181.02248"
"56.20000","2.33950","182.77798"
"56.30000","2.34361","184.54201"
"56.40000","2.34781","186.40089"
"56.50000","2.35196","188.91275"
"56.60000","2.35612","190.55130"
"56.70000","2.36030","192.47073"
"56.80000","2.36443","194.48283"
"56.90000","2.36865","196.36777"
"57.00000","2.37278","198.30409"
"57.10000","2.37698","200.53348"
"57.20000","2.38114","202.53564"
"57.30000","2.38533","204.45750"
"57.40000","2.38946","206.67445"
"57.50000","2.39362","208.78120"
"57.60000","2.39780","211.05632"
"57.70000","2.40193","212.79376"
"57.80000","2.40617","215.13637"
"57.90000","2.41029","217.13361"
"58.00000","2.41450","219.42439"
"58.10000","2.41866","221.64520"
"58.20000","2.42281","223.77327"
"58.30000","2.42697","225.85493"
"58.40000","2.43112","227.89941"
"58.50000","2.43528","230.14801"
"58.60000","2.43944","232.39395"
"58.70000","2.44360","234.16087"
"58.80000","2.44776","236.51364"
"58.90000","2.45200","238.68527"
"59.00000","2.45614","240.82016"
"59.10000","2.46033","243.24991"
"59.20000","2.46448","245.68523"
"59.30000","2.46861","247.67349"
"59.40000","2.47281","249.73456"
"59.50000","2.47693","251.85953"
"59.60000","2.48113","254.40211"
"59.70000","2.48529","256.28717"
"59.80000","2.48948","258.64032"
"59.90000","2.49365","260.78860"
"60.00000","2.49783","263.10959"
"60.10000","2.50199","265.41263"
"60.20000","2.50613","267.69763"
"60.30000","2.51029","269.62955"
"60.40000","2.51443","272.25308"
"60.50000","2.51863","274.49207"
"60.60000","2.52275","277.01913"
"60.70000","2.52697","279.03616"
"60.80000","2.53112","281.42752"
"60.90000","2.53531","284.04202"
"61.00000","2.53949","286.14847"
"61.10000","2.54365","288.69635"
"61.20000","2.54780","290.99445"
"61.30000","2.55195","293.39954"
"61.40000","2.55613","295.95453"
"61.50000","2.56026","298.37860"
"61.60000","2.56449","301.06979"
"61.70000","2.56864","303.55310"
"61.80000","2.57285","306.26688"
"61.90000","2.57701","308.87781"
"62.00000","2.58113","311.17218"
"62.10000","2.58532","313.97174"
"62.20000","2.58942","316.59824"
"62.30000","2.59363","319.13742"
"62.40000","2.59776","321.61957"
"62.50000","2.60196","324.41711"
"62.60000","2.60612","327.16827"
"62.70000","2.61030","329.83340"
"62.80000","2.61446","332.75623"
"62.90000","2.61865","335.32205"
"63.00000","2.62284","338.08841"
"63.10000","2.62694","340.40604"
"63.20000","2.63114","343.46912"
"63.30000","2.63526","346.29059"
"63.40000","2.63947","349.22433"
"63.50000","2.64363","352.14423"
"63.60000","2.64783","354.49927"
"63.70000","2.65200","357.59677"
"63.80000","2.65613","360.18643"
"63.90000","2.66034","363.11322"
"64.00000","2.66446","365.83313"
"64.10000","2.66864","369.14081"
"64.20000","2.67278","371.75580"
"64.30000","2.67694","374.54642"
"64.40000","2.68109","377.66263"
"64.50000","2.68528","380.22610"
"64.60000","2.68947","383.43793"
"64.70000","2.69361","386.04431"
"64.80000","2.69784","388.86081"
"64.90000","2.70195","391.98376"
"65.00000","2.70614","394.85580"
"65.10000","2.71028","397.84616"
"65.20000","2.71446","400.54272"
"65.30000","2.71865","403.65860"
"65.40000","2.72280","406.59555"
"65.50000","2.72699","409.52359"
"65.60000","2.73114","412.34460"
"65.70000","2.73531","415.38492"
"65.80000","2.73947","418.28223"
"65.90000","2.74367","421.13675"
"66.00000","2.74777","424.09705"
"66.10000","2.75197","427.05197"
"66.20000","2.75611","429.96912"
"66.30000","2.76027","433.33258"
"66.40000","2.76448","436.12985"
"66.50000","2.76861","439.44620"
"66.60000","2.77281","442.10107"
"66.70000","2.77695","445.21170"
"66.80000","2.78114","448.21460"
"66.90000","2.78529","450.97845"
"67.00000","2.78947","454.14584"
"67.10000","2.79362","456.78592"
"67.20000","2.79778","459.76788"
"67.30000","2.80197","463.01297"
"67.40000","2.80613","466.10303"
"67.50000","2.81036","469.27136"
"67.60000","2.81448","472.04340"
"67.70000","2.81866","475.34918"
"67.80000","2.82280","477.96762"
"67.90000","2.82695","481.13962"
"68.00000","2.83113","484.08011"
"68.10000","2.83527","487.22107"
"68.20000","2.83946","490.23138"
"68.30000","2.84361","493.39731"
"68.40000","2.84781","496.54102"
"68.50000","2.85196","499.47586"
"68.60000","2.85617","501.92282"
"68.70000","2.86031","505.44025"
"68.80000","2.86448","508.55008"
"68.90000","2.86861","511.19540"
"69.00000","2.87274","514.46747"
"69.10000","2.87697","517.56720"
"69.20000","2.88108","520.42798"
"69.30000","2.88534","523.92303"
"69.40000","2.88947","526.48541"
"69.50000","2.89367","529.75439"
"69.60000","2.89785","532.99255"
"69.70000","2.90198","535.91205"
"69.80000","2.90616","538.74811"
"69.90000","2.91028","541.92090"
"70.00000","2.91445","544.52429"
"70.10000","2.91859","547.59576"
"70.20000","2.92279","551.02081"
"70.30000","2.92694","553.81470"
"70.40000","2.93116","556.73511"
"70.50000","2.93534","559.68848"
"70.60000","2.93946","562.92584"
"70.70000","2.94366","566.10394"
"70.80000","2.94775","568.86200"
"70.90000","2.95198","572.11865"
"71.00000","2.95610","574.66095"
"71.10000","2.96029","578.39862"
"71.20000","2.96446","580.93213"
"71.30000","2.96865","584.55322"
"71.40000","2.97281","587.06445"
"71.50000","2.97698","590.32306"
"71.60000","2.98117","593.26782"
"71.70000","2.98528","596.74670"
"71.80000","2.98948","599.39093"
"71.90000","2.99360","603.10474"
"72.00000","2.99779","605.76062"
"72.10000","3.00195","608.84039"
"72.20000","3.00613","611.87708"
"72.30000","3.01032","615.25165"
"72.40000","3.01444","618.35248"
"72.50000","3.01866","621.82227"
"72.60000","3.02279","625.06122"
"72.70000","3.02697","627.88934"
"72.80000","3.03111","631.44525"
"72.90000","3.03531","634.51208"
"73.00000","3.03944","638.16040"
"73.10000","3.04365","641.05145"
"73.20000","3.04783","644.44458"
"73.30000","3.05197","648.12170"
"73.40000","3.05620","651.43036"
"73.50000","3.06027","654.30389"
"73.60000","3.06449","657.98431"
"73.70000","3.06860","661.35437"
"73.80000","3.07280","664.92767"
"73.90000","3.07695","667.90259"
"74.00000","3.08112","671.38184"
"74.10000","3.08532","674.48090"
"74.20000","3.08944","678.13031"
"74.30000","3.09365","681.35107"
"74.40000","3.09779","684.57275"
"74.50000","3.10201","688.03003"
"74.60000","3.10610","691.79694"
"74.70000","3.11030","694.61469"
"74.80000","3.11444","698.23822"
"74.90000","3.11861","701.73413"
"75.00000","3.12283","705.21576"
"75.10000","3.12696","708.44507"
"75.20000","3.13118","712.10626"
"75.30000","3.13530","715.34863"
"75.40000","3.13949","718.66449"
"75.50000","3.14362","721.87610"
"75.60000","3.14780","725.29773"
"75.70000","3.15195","728.55957"
"75.80000","3.15612","732.06989"
"75.90000","3.16028","735.46698"
"76.00000","3.16443","738.76929"
"76.10000","3.16866","742.41260"
"76.20000","3.17278","745.55206"
"76.30000","3.17701","748.87524"
"76.40000","3.18112","752.09235"
"76.50000","3.18530","755.40295"
"76.60000","3.18946","759.02411"
"76.70000","3.19360","762.23438"
"76.80000","3.19781","765.60388"
"76.90000","3.20195","768.43225"
"77.00000","3.20616","772.46234"
"77.10000","3.21031","775.27386"
"77.20000","3.21449","778.90106"
"77.30000","3.21864","782.26624"
"77.40000","3.22283","785.58148"
"77.50000","3.22694","788.89856"
"77.60000","3.23111","792.41626"
"77.70000","3.23528","795.31451"
"77.80000","3.23942","798.94415"
"77.90000","3.24364","801.72009"
"78.00000","3.24779","805.29724"
"78.10000","3.25198","808.53229"
"78.20000","3.25614","812.09149"
"78.30000","3.26033","815.06616"
"78.40000","3.26446","818.43036"
"78.50000","3.26863","821.61633"
"78.60000","3.27279","824.77704"
"78.70000","3.27694","828.06708"
"78.80000","3.28114","831.52802"
"78.90000","3.28528","834.67389"
"79.00000","3.28951","837.67059"
"79.10000","3.29366","840.81085"
"79.20000","3.29782","844.22095"
"79.30000","3.30198","847.65265"
"79.40000","3.30610","850.77740"
"79.50000","3.31030","854.18335"
"79.60000","3.31442","857.12866"
"79.70000","3.31861","860.37384"
"79.80000","3.32277","863.47498"
"79.90000","3.32698","866.69086"
"80.00000","3.33113","869.61359"
"80.10000","3.33533","872.80133"
"80.20000","3.33949","875.90881"
"80.30000","3.34363","879.23761"
"80.40000","3.34780","882.34943"
"80.50000","3.35192","885.01471"
"80.60000","3.35614","888.36090"
